weight_index,weight_value
1391,0.0003528397
1392,0.000160846
1393,0.00047340975
1394,0.0006663276
1395,-0.00057471916
1396,0.0003057061
1397,-0.00013532299
1398,-0.00026831473
1399,-0.00026689717
1400,-0.00013199614
1401,0.0003632839
1402,-2.345002e-05
1403,-0.00010857695
1404,3.3550205e-05
1405,0.00030430764
1406,0.00010320423
1407,-0.000104864564
1408,-0.019424416
1409,-0.28276074
1410,-0.020239338
1411,0.057968136
1412,0.3595257
1413,0.036647655
1414,-0.100108415
1415,-0.060444005
1416,0.03922203
1417,0.0773702
1418,0.052368816
1419,-0.08309294
1420,-0.023333099
1421,-0.06733363
1422,0.21230397
1423,0.046572007
1424,0.01198928
1425,-0.19189535
1426,-0.009229261
1427,0.002319991
1428,0.058589656
1429,0.353221
1430,0.13811575
1431,-0.06780958
1432,0.1534037
1433,-0.020973654
1434,-0.3324297
1435,-0.069122694
1436,0.030511016
1437,0.15630868
1438,0.2197068
1439,-0.015889
1440,-0.13046354
1441,0.054725364
1442,-0.12647198
1443,0.24076948
1444,-0.03535431
1445,0.04303362
1446,0.08642992
1447,0.14349526
1448,-0.013076296
1449,-0.35770285
1450,-0.03902861
1451,0.060793016
1452,-0.030780312
1453,-0.16890451
1454,0.35115293
1455,-0.09905635
1456,-0.083004385
1457,-0.054050844
1458,0.017189102
1459,0.012864441
1460,0.03365186
1461,-0.17911923
1462,-0.34590048
1463,0.017069655
1464,0.13373198
1465,0.00920515
1466,-0.031769324
1467,0.0069538504
1468,-0.05810687
1469,-0.046527848
1470,0.17700872
1471,0.16932426
1472,0.085432425
1473,0.22208789
1474,-0.16756548
1475,-0.16337804
1476,-0.3263168
1477,0.051237233
1478,0.17626922
1479,-0.021550216
1480,-0.28754044
1481,-0.11672312
1482,0.09700956
1483,0.052326947
1484,-0.079190016
1485,0.09447102
1486,0.08226477
1487,-0.086727515
